number,title,date,stock
1262084,"B of A Securities Maintains Underperform on Tesla, Raises Price Target to $370",2020-01-30 10:49:00-05:00,TSLA
1262085,"CFRA Still Says To Sell Tesla On Competition, China Production Concerns",2020-01-30 10:46:00-05:00,TSLA
1262086,"UPDATE: Canaccord Genuity Maintains Buy on Tesla, Raises Price Target to $750 Notes 'we expect the upcoming (April) Battery day to help investors understand the lead TSLA maintains, as well as its energy density strategy.'",2020-01-30 10:28:00-05:00,TSLA
1262088,"Canaccord Genuity Maintains Buy on Tesla, Raises Price Target to $750",2020-01-30 10:01:00-05:00,TSLA
1262090,"Continuing A Run Of Good Fortune, Tesla Posts Second Quarterly Profit",2020-01-30 09:29:00-05:00,TSLA
1262091,"Credit Suisse Maintains Underperform on Tesla, Raises Price Target to $415",2020-01-30 08:49:00-05:00,TSLA
1262094,'Tesla unveils new Model Y wheels: _berturbine and Induction wheels' -Electrek,2020-01-30 08:24:00-05:00,TSLA
1262095,"Roth Capital Maintains Sell on Tesla, Raises Price Target to $350",2020-01-30 08:13:00-05:00,TSLA
1262097,"'Exponential Growth': Tesla's Scale, Ambition Hurts Bears After Another Big Quarter",2020-01-30 07:49:00-05:00,TSLA
1262099,"RBC Capital Maintains Underperform on Tesla, Raises Price Target to $530",2020-01-30 07:12:00-05:00,TSLA
1262100,"Baird Maintains Neutral on Tesla, Raises Price Target to $650",2020-01-30 07:11:00-05:00,TSLA
1262101,Tesla shares are trading higher after the company reported better-than-expected Q4 EPS and sales results. The company also reported Q4 Model 3 deliveries were up 46% year-over-year.,2020-01-30 07:01:00-05:00,TSLA
1262103,"Hearing Wedbush Saying New Long-Term Bull Case Scenario Price Target For Tesla Is $1,000",2020-01-30 06:44:00-05:00,TSLA
1262104,"Deutsche bank Maintains Hold on Tesla, Raises Price Target to $510",2020-01-30 06:42:00-05:00,TSLA
1262105,"Hearing Baird Out With Call To Take Profits On Tesla, Sees Expectations 'Now Properly Calibrated' To Stock Valuation",2020-01-30 06:37:00-05:00,TSLA
1262106,"Piper Sandler Maintains Overweight on Tesla, Raises Price Target to $729",2020-01-30 06:25:00-05:00,TSLA
1262107,Tesla Shares Jump Nearly 12% In After-Hours Session After Q4 Earnings Beat,2020-01-30 05:11:00-05:00,TSLA
1262108,All Tesla Directors Except Elon Musk Settle Investors' SolarCity Suits,2020-01-30 05:07:00-05:00,TSLA
1262111,From Conference Call: Tesla Says Ramping Up Battery Production Will Be the Focus This Year-,2020-01-29 19:32:00-05:00,TSLA
1262110,"From Conference Call: Tesla Says Has No Acquisition Plans, Does Not Plan to Raise Money to Pay Down Debt",2020-01-29 19:32:00-05:00,TSLA
1262112,"From Conference Call: Tesla Declined to Provide Capex Guidance for This Year, but Said Will Spend a Lot of Money This Year",2020-01-29 19:31:00-05:00,TSLA
1262113,From Conference Call: Tesla Says There Will Be an Insurance Rate Cut for Customers Driving With Autopilot,2020-01-29 19:15:00-05:00,TSLA
1262115,From Conference Call:  Tesla Says It is Our Intention to Make Tesla Technology Available for Ride-share,2020-01-29 19:14:00-05:00,TSLA
1262114,From Conference Call:  Tesla Says Car Insurance Will Be Quite a Major Product Over Time,2020-01-29 19:14:00-05:00,TSLA
1262117,From Conference Call: Tesla Says Expects a One to One-and-a-half Week Week Delay in the Ramp of Shanghai-built Model 3 Due to a Government Required Factory Shutdown,2020-01-29 19:13:00-05:00,TSLA
1262116,From Conference Call: Tesla Says Model Y and Shanghai Factory Ramp-up Expected to Temporarily Weigh on Margins,2020-01-29 19:13:00-05:00,TSLA
1262118,From Conference Call: Tesla CFO Says We're Trying to Estimate Impact from Coronavirus,2020-01-29 19:12:00-05:00,TSLA
1262120,Tesla Charges Ahead With Q4 Earnings Beat; Deliveries Should 'Comfortably' Exceed 500K Units,2020-01-29 16:48:00-05:00,TSLA
1262123,"Tesla Shares up 7% Following Earnings, Guidance",2020-01-29 16:24:00-05:00,TSLA
1262121,"Tesla Says Due To Strong Initial Customer Demand In China, Co.'s Goal Is To Increase Model 3 Capacity Even Further Using Existing Facilities; Plans For Model Y Capacity To Be At Least Equivalent To Model 3 Capacity",2020-01-29 16:24:00-05:00,TSLA
1262126,"Tesla Says Model 3 Production In Shanghai Continuing To Ramp, Model Y Production In Shanghai Will Begin In 2021",2020-01-29 16:23:00-05:00,TSLA
1262125,"Tesla Says In Q4 Deployed 54 MW Of Solar, Up 26% From Last Quarter",2020-01-29 16:23:00-05:00,TSLA
1262124,Tesla Expects To Produce Limited Volumes Of Tesla Semi This Year,2020-01-29 16:23:00-05:00,TSLA
1262129,Tesla Continues To Believe Its Business Has Grown To The Point Of Being Self-Funding,2020-01-29 16:22:00-05:00,TSLA
1262128,Tesla Sees Positive GAAP Net Income Moving Forward,2020-01-29 16:22:00-05:00,TSLA
1262127,Tesla Says Production Ramp Of Model Y In Fremont Has Begun Ahead Of Schedule,2020-01-29 16:22:00-05:00,TSLA
1262132,Tesla Sees FY20 Vehicle Deliveries 'Comfortably' Exceeding 500K Units,2020-01-29 16:21:00-05:00,TSLA
1262131,"Tesla Sees Positive Qtr. Free Cash Flow Moving Forward, 'with possible temporary exceptions, particularly around the launch and ramp of new products'",2020-01-29 16:21:00-05:00,TSLA
1262130,"Tesla Q4 Model 3 Deliveries 92,620 Up 46% YoY, Model S/X Deliveries 19,475 Down 29% YoY",2020-01-29 16:21:00-05:00,TSLA
1262133,"Tesla Reports Q4 Vehicle Deliveries 112,095",2020-01-29 16:20:00-05:00,TSLA
1262134,"Tesla Q4 Adj. EPS $2.14 Beats $1.72 Estimate, Sales $7.384B Beats $7.02B Estimate",2020-01-29 16:19:00-05:00,TSLA
1262135,Tesla Q4 GAAP EPS $0.58,2020-01-29 16:18:00-05:00,TSLA
1262136,Tesla shares are trading higher in anticipation of the company's Q4 earnings scheduled for after the close today. The current Q4 EPS estimate is $1.72 and the sales estimate is $7.02 billion.,2020-01-29 14:46:00-05:00,TSLA
1262137,This Might Be The Best Song Ever Written About A Tesla,2020-01-29 13:11:00-05:00,TSLA
1262138,"Analyst Acknowledges 'Rude Awakening' On Tesla, But Remains Cautious",2020-01-29 12:57:00-05:00,TSLA
1262139,'Tesla Model Y spotted in Canada as rumors of deliveries increase ' -Electrek,2020-01-29 11:37:00-05:00,TSLA
1262140,A Bull Vs. Bear Take On Tesla's Stock,2020-01-29 11:36:00-05:00,TSLA
1262141,Chancellery In German State Of Brandenburg Says Tesla Notary Has Certified Purchase Agreement Between Tesla And State Of Brandenburg For Site In Gruenheide,2020-01-29 09:44:00-05:00,TSLA
1262142,"Chancellery In German State Of Brandenburg Says Tesla Plans To Produce Up To 500,000 Electric Cars In Its European Gigafactory",2020-01-29 09:42:00-05:00,TSLA
1262146,"B of A Securities Maintains Underperform on Tesla, Raises Price Target to $350",2020-01-29 07:04:00-05:00,TSLA
1262149,Tesla Q4 Earnings Preview: Can The Good News Keep Coming?,2020-01-28 17:00:00-05:00,TSLA
1262152,"UK's Prince Andrew Not Cooperating In Epstein Case, Says Prosecutor",2020-01-27 23:19:00-05:00,TSLA
1262153,'Tesla ramps up Solarglass roof installations' -Electrek,2020-01-27 16:24:00-05:00,TSLA
1262155,How Elon Musk Bought The Tesla.com Domain Name,2020-01-27 10:37:00-05:00,TSLA
1262157,Hearing General Motors' All-Electric Truck to Begin Production in Late 2021,2020-01-27 09:20:00-05:00,TSLA
1262160,Tesla Could Focus Model Y Deliveries in Canada to Take Advantage of Incentives,2020-01-27 05:32:00-05:00,TSLA
1262161,Musk Counters Critics Who Say Tesla Gigafactory In Berlin Will Hurt The Environment,2020-01-27 04:45:00-05:00,TSLA
1262163,CFRA Analyst To Tesla Investors: Sell Your Stock,2020-01-24 15:02:00-05:00,TSLA
1262164,'Tesla releases first software update of 2020' -Electrek,2020-01-24 12:28:00-05:00,TSLA
1262165,'Volkswagen CEO says he can catch up to Tesla and 'probably overtake' them' -Electrek,2020-01-24 12:15:00-05:00,TSLA
1262166,Statement From Senator Markey Says Tesla Should Rebrand Autopilot,2020-01-24 11:00:00-05:00,TSLA
1262167,Today's Pickup: Fuel-Saving TruckWings Hits Efficiency Milestones,2020-01-24 10:49:00-05:00,TSLA
1262170,Want To Ask Elon Musk A Question On An Earnings Call? Here's How,2020-01-23 16:34:00-05:00,TSLA
1262171,Ralph Nader Says Tesla Is The Reason The 'Stock Market Bubble Implodes',2020-01-23 15:45:00-05:00,TSLA
1262173,'Tesla is about to launch a new branded wireless phone charger' -Electrek,2020-01-23 11:23:00-05:00,TSLA
1262175,UPDATE: UBS On Tesla Notes 'view Tesla as the original equipment manufacturer with the biggest long-term AV opportunity.',2020-01-23 10:24:00-05:00,TSLA
1262176,"UPDATE: UBS Reinstates Sell on Tesla, Raises Price Target to $410 As Firm Expects 'Tesla to reach 10% OP margin and generate $3-5B annual free cash flow from 2022 onwards, based on known products and capacities.'",2020-01-23 10:23:00-05:00,TSLA
1262177,UBS Maintains Sell Rating On Tesla After Shares 'Left The Orbit',2020-01-23 10:15:00-05:00,TSLA
1262179,Tesla Opens Store On Alibaba's Tmall To Sell Car Accessories,2020-01-23 09:32:00-05:00,TSLA
1262181,"UBS Reinstates Sell on Tesla, Raises Price Target to $410",2020-01-23 07:53:00-05:00,TSLA
1262182,'Tesla Remains a Sell at UBS After Target More Than Doubled' -Bloomberg,2020-01-23 07:52:00-05:00,TSLA
1262183,'China must increase imports of US-made cars; Tesla likely key beneficiary' -Electrek,2020-01-23 07:08:00-05:00,TSLA
1262184,"Exane BNP Paribas Downgrades Tesla to Neutral, Announces $555 Price Target",2020-01-23 07:04:00-05:00,TSLA
1262186,'Tesla Model Y prototypes spotted cold-weather testing in Minnesota snow' - Electrek,2020-01-22 13:05:00-05:00,TSLA
1262192,Wednesday's Market Minute: Stocks Aren't The Problem,2020-01-22 09:45:00-05:00,TSLA
1262197,"Tesla shares are trading Higher after Wedbush analysts raised their price target on the stock from $370 To $550, citing strong expected deliveries amid China demand.",2020-01-22 07:40:00-05:00,TSLA
1262198,"Wedbush Maintains Neutral on Tesla, Raises Price Target to $550",2020-01-22 07:37:00-05:00,TSLA
1262200,Tesla Becomes First $100B Public Car Company in Extended Trading Tuesday,2020-01-22 05:25:00-05:00,TSLA
1262202,Just Getting Started? New Street Gives Tesla An $800 Price Target,2020-01-21 15:50:00-05:00,TSLA
1262206,Tesla Reaches Settlement With Michigan Over Ban Blocking Sales; Settlement Filing Is Expected As Soon As Wed.,2020-01-21 13:27:00-05:00,TSLA
1262207,"Elon Musk Talks Tesla In China, Explains SpaceX And PayPal Launches In New Podcast",2020-01-21 12:35:00-05:00,TSLA
1262208,'Unofficial: First Tesla Model Y Deliveries Expected Within Two Weeks' -InsideEVs,2020-01-21 11:14:00-05:00,TSLA
1262211,Tesla shares are trading higher after New Street Research reiterated a Buy rating on the stock and Raised the price target from $530 to $800.,2020-01-21 09:12:00-05:00,TSLA
1262212,"New Street Maintains Buy on Tesla, Raises Price Target to $800",2020-01-21 09:11:00-05:00,TSLA
1262213,Tesla Plans for German Factory Faces Challenges,2020-01-21 05:35:00-05:00,TSLA
1262214,Tesla Says Petition Claiming 'Unintended Acceleration' In Cars Brought By 'Tesla Short-Seller',2020-01-21 04:18:00-05:00,TSLA
1262215,"Tesla Says No Unintended Acceleration in Its Vehicles, in Response to Petition to NHTSA to Investigate and Recall Around 500,000 of the Company's Electric Cars Over the Alleged Defect",2020-01-20 19:16:00-05:00,TSLA
1262218,'The NHTSA is looking into claims that Tesla vehicles have a flaw that could lead to unintended acceleration' -Bloomberg,2020-01-17 11:52:00-05:00,TSLA
1262219,Tesla Option Alert: Jun 19 $700 Calls Sweep (2) near the Ask: 500 @ $16.7 vs 7123 OI; Earnings 1/29 After Close [est] Ref=$509.14,2020-01-17 11:16:00-05:00,TSLA
1262220,Electrek Article Highlights Sales Data Showing Tesla's Model 3 Is Disrupting US Luxury Sedan Market Based On Sales,2020-01-17 11:15:00-05:00,TSLA
1262221,NHTSA Considers Investigation Into Reports Of Teslas With Unintended Acceleration,2020-01-17 10:21:00-05:00,TSLA
1262224,Watch Tesla Shares As Hearing US Auto Safety Agency Is Reviewing A Petition Seeking A Formal Probe Into 500K Tesla Vehicles For Sudden Unintended Acceleration,2020-01-17 08:05:00-05:00,TSLA
1262225,"'Tesla Autopilot crash rate increases, but still lower than without Autopilot' -Electrek",2020-01-16 13:17:00-05:00,TSLA
1262226,Today's Pickup: Last-Mile Delivery Growth Will Increase Carbon Emissions By 30% By 2030,2020-01-16 12:33:00-05:00,TSLA
1262228,"'Tesla releases new design drawing, announces design center to build 'Chinese-style' car ' -Electrek",2020-01-16 09:11:00-05:00,TSLA
1262230,"Morgan Stanley Downgrades Tesla On Risk, Valuation Following Massive Stock Run",2020-01-16 09:00:00-05:00,TSLA
1262231,"UPDATE: Morgan Stanley Downgrades Tesla To Underweight, Raises Target To $360 'based on (1) valuation, (2) unfavorable risk-reward, and (3) risks to the long-term Chinese business that may not be fully appreciated by the market'",2020-01-16 08:34:00-05:00,TSLA
1262235,Tesla shares are trading lower following a report the company's vehicle registrations have declined from last year. Morgan Stanley also downgraded the company's stock from Equal-Weight to Underweight.,2020-01-16 07:02:00-05:00,TSLA
1262236,"Morgan Stanley Downgrades Tesla to Underweight, Raises Price Target to $360",2020-01-16 06:34:00-05:00,TSLA
1262237,'New Tesla registrations in California nearly halves in fourth quarter: data' -Reuters Article From Late Wed. Evening,2020-01-16 06:09:00-05:00,TSLA
1262239,"Dominion Cross-Sell Reports Total Q4 Registrations for Tesla Vehicles in California 13,584 Vs 25,402 YoY Total Q4 Registrations for Tesla Vehicles Across U.S. States 25,614 Vs 46,197 YoY",2020-01-16 05:35:00-05:00,TSLA
1262240,Hearing Morgan Stanley Downgrades Tesla From Equal Weight to Underweight; Raises Price Target From $250 to $380,2020-01-16 05:30:00-05:00,TSLA
1262241,From 'Made in China' to 'Designed in China:' Tesla Is Hiring Staff To Design Models In A New Local Research Center,2020-01-16 05:24:00-05:00,TSLA
1262243,Tesla shares are trading lower on a potential sell-off after the stock increased roughly 15% since Monday.,2020-01-15 15:30:00-05:00,TSLA
1262244,"'Tesla owners are unintentionally buying expensive software upgrades and not getting refunds, Musk says will address' -Electrek",2020-01-15 13:22:00-05:00,TSLA
1262245,"Jeffrey Epstein May Have Tried to Befriend Elon Musk, Report Says",2020-01-15 11:59:00-05:00,TSLA
1262246,Today's Pickup: Aerial Vs. Ground Autonomous Transportation,2020-01-15 11:02:00-05:00,TSLA
1262247,Wednesday's Market Minute: How Will The Party End?,2020-01-15 09:26:00-05:00,TSLA
1262250,"Tesla Option Alert: Jan, 2021 $640 Calls at the Ask: 500 @ $61.8 vs 182 OI; Earnings 1/29 After Close [est] Ref=$533.0",2020-01-14 12:08:00-05:00,TSLA
1262251,"'Chevy is offering $10,000 lease discounts on Bolt EV' -Electrek",2020-01-14 11:54:00-05:00,TSLA
1262252,Tesla Shorts Vs. Beyond Meat Shorts: Who's Getting Squeezed Harder?,2020-01-14 11:04:00-05:00,TSLA
1262253,US National Transportation Safety Board Will Hold Feb. 25 Meeting To Determine Probable Cause Of 2018 Fatal Tesla Crash,2020-01-14 11:03:00-05:00,TSLA
1262254,Tesla shares are trading higher after Jefferies maintained a Buy rating on the company's stock and raised the price target from $400 to $600.,2020-01-14 08:41:00-05:00,TSLA
1262255,"Jefferies Maintains Buy on Tesla, Raises Price Target to $600",2020-01-14 08:37:00-05:00,TSLA
1262259,Tesla shares are trading higher after multiple firms raised the price target on the stock.,2020-01-13 14:20:00-05:00,TSLA
1262260,"Oppenheimer, In Earlier Price Target Raise, Says Tesla Is 'beginning to pose an existential threat to transportation companies that are unable or unwilling to innovate at a faster pace.'",2020-01-13 13:56:00-05:00,TSLA
1262261,"Tesla Gets New Street-High Price Target, Stock Breaks $500",2020-01-13 13:24:00-05:00,TSLA
1262262,'Tesla numbers will go up because of China subsidy extension. Analysts need to raise numbers.. $TSLA' -CNBC's Jim Cramer,2020-01-13 12:03:00-05:00,TSLA
1262263,'Elon Musk: Tesla's Full Self-Driving 'feature-complete' is coming 'soon'' -Electrek,2020-01-13 09:09:00-05:00,TSLA
1262265,"Oppenheimer Maintains Outperform on Tesla, Raises Price Target to $612",2020-01-13 07:29:00-05:00,TSLA
1262266,Hearing Oppenheimer Raised its Price Target on Tesla from $385 to $612,2020-01-13 07:26:00-05:00,TSLA
1262267,"Tesla Will Soon 'Talk To People,' Musk Hints New Feature",2020-01-12 23:41:00-05:00,TSLA
1262269,GM's New Electric Hummer-Branded Vehicles Will Go On Sale Starting In Late 2021 Starting With EV Pickup,2020-01-10 15:42:00-05:00,TSLA
1262270,GM Plans All-Electric Hummer Pickup Truck To Be Sold Under GMC Brand,2020-01-10 15:06:00-05:00,TSLA
1262272,"Piper Sandler Maintains Overweight on Tesla, Raises Price Target to $553",2020-01-10 08:18:00-05:00,TSLA
1262274,Here's How Much Investing $100 In Tesla Stock Back In 2010 Would Be Worth Today,2020-01-10 07:43:00-05:00,TSLA
